trade_date,phi
2024-09-10,0.2619
2024-09-11,0.2609
2024-09-12,0.2505
2024-09-13,0.2626
2024-09-14,0.2774
2024-09-18,0.2647
2024-09-19,0.26
2024-09-20,0.2686
2024-09-23,0.2619
2024-09-24,0.2408
2024-09-25,0.2626
2024-09-26,0.2479
2024-09-27,0.2486
2024-09-29,0.2829
2024-09-30,0.3907
2024-10-08,0.4406
2024-10-09,0.5067
2024-10-10,0.5064
2024-10-11,0.4432
2024-10-12,0.4086
2024-10-14,0.3781
2024-10-15,0.3603
2024-10-16,0.3415
2024-10-17,0.3597
2024-10-18,0.3447
2024-10-21,0.3409
2024-10-22,0.3414
2024-10-23,0.367
2024-10-24,0.3686
2024-10-25,0.4033
2024-10-28,0.4163
2024-10-29,0.4312
2024-10-30,0.433
2024-10-31,0.4426
2024-11-01,0.4235
2024-11-04,0.4345
2024-11-05,0.4468
2024-11-06,0.413
2024-11-07,0.4039
2024-11-08,0.3987
2024-11-11,0.4083
2024-11-12,0.4074
2024-11-13,0.3727
2024-11-14,0.3745
2024-11-15,0.3453
2024-11-18,0.3288
2024-11-19,0.3456
2024-11-20,0.3376
2024-11-21,0.3458
2024-11-22,0.3437
2024-11-25,0.3469
2024-11-26,0.3444
2024-11-27,0.3448
2024-11-28,0.3497
2024-11-29,0.3345
2024-12-02,0.322
2024-12-03,0.3267
2024-12-04,0.3339
2024-12-05,0.3341
2024-12-06,0.3213
2024-12-09,0.3535
2024-12-10,0.3685
2024-12-11,0.3882
2024-12-12,0.3828
2024-12-13,0.393
2024-12-16,0.4137
2024-12-17,0.4171
2024-12-18,0.3887
2024-12-19,0.4163
2024-12-20,0.4382
2024-12-23,0.4381
2024-12-24,0.4342
2024-12-25,0.4143
2024-12-26,0.4382
2024-12-27,0.4406
2024-12-30,0.4253
2024-12-31,0.4397
2025-01-02,0.4497
2025-01-03,0.4196
2025-01-06,0.4184
2025-01-07,0.396
2025-01-08,0.3937
2025-01-09,0.3852
2025-01-10,0.3978
2025-01-13,0.3909
2025-01-14,0.4057
2025-01-15,0.3974
2025-01-16,0.3908
2025-01-17,0.3709
2025-01-20,0.3563
2025-01-21,0.3707
2025-01-22,0.3553
2025-01-23,0.3559
2025-01-24,0.3639
2025-01-26,0.3633
2025-01-27,0.3806
2025-02-05,0.391
2025-02-06,0.4061
2025-02-07,0.3984
2025-02-08,0.399
2025-02-10,0.3616
2025-02-11,0.3841
2025-02-12,0.3774
2025-02-13,0.3675
2025-02-14,0.3487
2025-02-17,0.3269
2025-02-18,0.3394
2025-02-19,0.388
2025-02-20,0.3827
2025-02-21,0.3868
2025-02-24,0.382
2025-02-25,0.4325
2025-02-26,0.4382
2025-02-27,0.4277
2025-02-28,0.4956
2025-03-03,0.5147
2025-03-04,0.4961
2025-03-05,0.5019
2025-03-06,0.4828
2025-03-07,0.4771
2025-03-10,0.4791
2025-03-11,0.4635
2025-03-12,0.5229
2025-03-13,0.4978
2025-03-14,0.5183
2025-03-17,0.4943
2025-03-18,0.5065
2025-03-19,0.5145
2025-03-20,0.5214
2025-03-21,0.4859
2025-03-24,0.4847
2025-03-25,0.4775
2025-03-26,0.4819
2025-03-27,0.4538
2025-03-28,0.4346
2025-03-31,0.4297
2025-04-01,0.4321
2025-04-02,0.4413
2025-04-03,0.462
2025-04-07,0.4682
2025-04-08,0.4567
2025-04-09,0.4684
2025-04-10,0.4756
2025-04-11,0.472
2025-04-14,0.4764
2025-04-15,0.4748
2025-04-16,0.4956
2025-04-17,0.5078
2025-04-18,0.5207
2025-04-21,0.5198
2025-04-22,0.5441
2025-04-23,0.5539
2025-04-24,0.556
2025-04-25,0.5594
2025-04-27,0.5596
2025-04-28,0.5717
2025-04-29,0.581
2025-04-30,0.5608
2025-05-06,0.5455
2025-05-07,0.5395
2025-05-08,0.5348
2025-05-09,0.5202
2025-05-12,0.4795
2025-05-13,0.4988
2025-05-14,0.4975
2025-05-15,0.4903
2025-05-16,0.5056
2025-05-19,0.4757
2025-05-20,0.4574
2025-05-21,0.44
2025-05-22,0.4214
2025-05-23,0.4192
2025-05-26,0.4099
2025-05-27,0.4039
2025-05-28,0.4468
2025-05-29,0.4673
2025-05-30,0.4688
2025-06-03,0.4636
2025-06-04,0.4696
2025-06-05,0.4659
2025-06-06,0.4703
2025-06-09,0.4649
2025-06-10,0.4587
2025-06-11,0.4732
2025-06-12,0.4526
2025-06-13,0.4563
2025-06-16,0.4521
2025-06-17,0.4538
2025-06-18,0.4518
2025-06-19,0.423
2025-06-20,0.4208
2025-06-23,0.4143
2025-06-24,0.4139
2025-06-25,0.426
2025-06-26,0.446
2025-06-27,0.4394
2025-06-30,0.4441
2025-07-01,0.4358
2025-07-02,0.4204
2025-07-03,0.4145
2025-07-04,0.4005
2025-07-07,0.4018
2025-07-08,0.4092
2025-07-09,0.4204
2025-07-10,0.4084
2025-07-11,0.4047
2025-07-14,0.4074
2025-07-15,0.4193
2025-07-16,0.4083
2025-07-17,0.397
2025-07-18,0.3949
2025-07-21,0.3976
2025-07-22,0.3979
2025-07-23,0.4192
2025-07-24,0.4274
2025-07-25,0.4476
2025-07-28,0.4454
2025-07-29,0.4438
2025-07-30,0.452
2025-07-31,0.4356
2025-08-01,0.4341
2025-08-04,0.4417
2025-08-05,0.4439
2025-08-06,0.4501
2025-08-07,0.4606
2025-08-08,0.4609
2025-08-11,0.4497
2025-08-12,0.4529
2025-08-13,0.4588
2025-08-14,0.4659
2025-08-15,0.4635
2025-08-18,0.4728
2025-08-19,0.4975
2025-08-20,0.493
2025-08-21,0.5033
2025-08-22,0.4882
2025-08-25,0.5057
2025-08-26,0.5102
2025-08-27,0.4713
2025-08-28,0.4323
2025-08-29,0.4436
2025-09-01,0.4613
2025-09-02,0.4645
2025-09-03,0.4851
2025-09-04,0.4646
2025-09-05,0.4695
2025-09-08,0.4745
2025-09-09,0.4638
2025-09-10,0.4616
2025-09-11,0.5063
2025-09-12,0.5138
2025-09-15,0.5187
2025-09-16,0.5349
2025-09-17,0.5652
2025-09-18,0.5483
2025-09-19,0.5283
2025-09-22,0.5556
2025-09-23,0.5586
2025-09-24,0.565
2025-09-25,0.6211
2025-09-26,0.6436
2025-09-28,0.6475
2025-09-29,0.6344
2025-09-30,0.648
2025-10-09,0.6442
2025-10-10,0.6451
2025-10-11,0.6639
2025-10-13,0.6475
2025-10-14,0.6568
2025-10-15,0.6582
2025-10-16,0.643
2025-10-17,0.6291
2025-10-20,0.5907
2025-10-21,0.5968
2025-10-22,0.5883
2025-10-23,0.5614
2025-10-24,0.5474
2025-10-27,0.5508
2025-10-28,0.5479
2025-10-29,0.5401
2025-10-30,0.5392
2025-10-31,0.5356
2025-11-03,0.5366
2025-11-04,0.528
2025-11-05,0.5188
2025-11-06,0.5288
2025-11-07,0.5269
2025-11-10,0.5407
2025-11-11,0.5442
2025-11-12,0.5448
2025-11-13,0.5388
2025-11-14,0.5424
2025-11-17,0.5411
2025-11-18,0.5398
2025-11-19,0.5342
2025-11-20,0.5435
2025-11-21,0.5455
2025-11-24,0.5443
2025-11-25,0.5403
2025-11-26,0.564
2025-11-27,0.5583
2025-11-28,0.5594
2025-12-01,0.5584
2025-12-02,0.5595
2025-12-03,0.5528
2025-12-04,0.5629
2025-12-05,0.5944
2025-12-08,0.602
2025-12-09,0.607
2025-12-10,0.5861
2025-12-11,0.5701
2025-12-12,0.5971
2025-12-15,0.6116
2025-12-16,0.6188
2025-12-17,0.6276
2025-12-18,0.6151
2025-12-19,0.6149
2025-12-22,0.6193
2025-12-23,0.6156
2025-12-24,0.611
2025-12-25,0.6026
2025-12-26,0.586
2025-12-29,0.5868
2025-12-30,0.5858
2025-12-31,0.5964
2026-01-04,0.5995
2026-01-05,0.594
2026-01-06,0.5748
2026-01-07,0.551
2026-01-08,0.5537
2026-01-09,0.5548
2026-01-12,0.567
2026-01-13,0.5662
2026-01-14,0.5605
2026-01-15,0.5394
2026-01-16,0.5374
2026-01-19,0.5245
2026-01-20,0.5147
2026-01-21,0.5005
2026-01-22,0.4927
2026-01-23,0.5037
2026-01-26,0.5077
2026-01-27,0.5036
2026-01-28,0.5235
2026-01-29,0.5173
2026-01-30,0.5285
2026-02-02,0.5223
2026-02-03,0.5298
2026-02-04,0.5323
2026-02-05,0.5333
2026-02-06,0.5297
2026-02-09,0.5162
2026-02-10,0.5064
2026-02-11,0.5015
2026-02-12,0.4996
2026-02-13,0.4856
2026-02-14,0.4885
2026-02-24,0.4824
2026-02-25,0.4806
2026-02-26,0.4924
2026-02-27,0.5334
2026-02-28,0.5465
2026-03-02,0.5337
2026-03-03,0.5191
2026-03-04,0.5044
2026-03-05,0.4958
2026-03-06,0.4944
2026-03-09,0.4807
2026-03-10,0.4879
2026-03-11,0.4937
2026-03-12,0.5005
2026-03-13,0.4851
2026-03-16,0.4711
2026-03-17,0.4726
2026-03-18,0.491
2026-03-19,0.4864
2026-03-20,0.4816
2026-03-23,0.4854
2026-03-24,0.4915
2026-03-25,0.4669
2026-03-26,0.4609
2026-03-27,0.4506
2026-03-30,0.444
2026-03-31,0.4333
2026-04-01,0.4261
2026-04-02,0.4298
2026-04-03,0.4261
2026-04-07,0.4189
2026-04-08,0.4153
2026-04-09,0.3997
2026-04-10,0.394
2026-04-13,0.4084
2026-04-14,0.3978
2026-04-15,0.4034
2026-04-16,0.4003
2026-04-17,0.4138
2026-04-20,0.402
2026-04-21,0.4065
2026-04-22,0.4086
2026-04-23,0.3965
2026-04-24,0.4062
2026-04-27,0.4104
2026-04-28,0.4171
2026-04-29,0.4308
2026-04-30,0.4293
2026-05-06,0.4304
2026-05-07,0.4319
2026-05-08,0.4252
2026-05-09,0.4183
2026-05-11,0.423
2026-05-12,0.4233
2026-05-13,0.4248
2026-05-14,0.4176
2026-05-15,0.4212
2026-05-18,0.4364
2026-05-19,0.4486
2026-05-20,0.4368
2026-05-21,0.4302
2026-05-22,0.425
2026-05-25,0.4263
2026-05-26,0.4146
2026-05-27,0.4269
2026-05-28,0.4179
2026-05-29,0.412
2026-06-01,0.4142
2026-06-02,0.3972
2026-06-03,0.3874
2026-06-04,0.3821
2026-06-05,0.3698
2026-06-08,0.3739
2026-06-09,0.3814
2026-06-10,0.383
2026-06-11,0.4127
2026-06-12,0.4139
2026-06-15,0.4083
2026-06-16,0.4043
2026-06-17,0.399
2026-06-18,0.3903
2026-06-22,0.3992
2026-06-23,0.4043
2026-06-24,0.3923
2026-06-25,0.3878
2026-06-26,0.3754
2026-06-29,0.3848
2026-06-30,0.3672
2026-07-01,0.3729
2026-07-02,0.3767
2026-07-03,0.3713
2026-07-06,0.3728
2026-07-07,0.3684
2026-07-08,0.3691
2026-07-09,0.3635
2026-07-10,0.3657
2026-07-13,0.3628
2026-07-14,0.3676
2026-07-15,0.3677
2026-07-16,0.3696
2026-07-17,0.373
2026-07-20,0.3693
2026-07-21,0.3712
2026-07-22,0.3779
2026-07-23,0.37
2026-07-24,0.3726
2026-07-27,0.3769
2026-07-28,0.3858
2026-07-29,0.3887
2026-07-30,0.4002
2026-07-31,0.3983
2026-08-03,0.3842
2026-08-04,0.3919
2026-08-05,0.3873
2026-08-06,0.3879
2026-08-07,0.3892
2026-08-10,0.3854
2026-08-11,0.3779
2026-08-12,0.3714
2026-08-13,0.3696
2026-08-14,0.3762
2026-08-17,0.3747
2026-08-18,0.3629
